id,status,_server_id,text,id_linha,span_label.responses,span_label.responses.users,span_label.responses.status,span_label.suggestion,span_label.suggestion.score,span_label.suggestion.agent
465c789f-4a31-4a68-9717-d30fcb1d1210,completed,4b216ed3-4097-4fd4-9b9f-bc6b83d8fe6c,"Um lixão clandestino, com produtos químicos usados em laboratório de análise clínicas, ameaça contaminar as águas do ribeirão Preto. Isso porque frascos de ácido clorídrico, éter e álcool metílico, além de tubos de ensaio e da lâmina para analise de sangue foram descartado em uma Área de Prevenção Permanecente (APP) às margens do manancial.",2271,"[array([{'end': 131, 'label': 'CONSEQUENCIA', 'start': 87},
        {'end': 317, 'label': 'FENOMENO', 'start': 145}], dtype=object)]",['a33b0166-c4db-4d24-977c-ecfd212f91ce'],['submitted'],"[{'end': 131, 'label': 'CONSEQUENCIA', 'start': 87}
 {'end': 317, 'label': 'FENOMENO', 'start': 145}]",,
c252103e-26c9-4b9b-990e-0e00e4a774c1,completed,a650f6d5-834c-4365-acf7-6fcc38b02656,"Vazamento de gás cloro em indústria de produtos de limpeza afetou funcionários e policiais que foram ao local atender a denúncia. Na vistoria, os policiais encontraram também containers com resíduos perigosos vazando no solo. Conforme a notícia, estariam vazando para o solo soda cáustica e hipoclorido de sódio, além de Outro(s) resíduo.",4467,"[array([{'end': 22, 'label': 'FENOMENO', 'start': 0},
        {'end': 90, 'label': 'CONSEQUENCIA', 'start': 59}], dtype=object)]",['a33b0166-c4db-4d24-977c-ecfd212f91ce'],['submitted'],"[{'end': 22, 'label': 'FENOMENO', 'start': 0}
 {'end': 90, 'label': 'CONSEQUENCIA', 'start': 59}]",,
89c5e0df-59ff-4180-81b0-275446fa7cbc,completed,1fd94e83-4b6f-4420-bcf3-feb67fb35e40,"Vazamento de gás cloro em indústria de produtos de limpeza afetou funcionários e policiais que foram ao local atender a denúncia. Na vistoria, os policiais encontraram também containers com resíduos perigosos vazando no solo. Conforme a notícia, estariam vazando para o solo soda cáustica e hipoclorido de sódio, além de outros resíduo.",813,"[array([{'end': 22, 'label': 'FENOMENO', 'start': 0},
        {'end': 90, 'label': 'CONSEQUENCIA', 'start': 59}], dtype=object)]",['a33b0166-c4db-4d24-977c-ecfd212f91ce'],['submitted'],"[{'end': 22, 'label': 'FENOMENO', 'start': 0}
 {'end': 90, 'label': 'CONSEQUENCIA', 'start': 59}]",,
1b3eeaac-5b3a-44fa-a2c5-6e2596513cc5,completed,51c0946f-dab5-45bf-81a4-2651dfa28132,Caminhão tanque que transportava ácido clorídrico apresentou problemas no recipiente de carga e começou a vazar o líquido dentro de um posto de combustível. O caminhão foi colocado no acostamento da pista para evitar uma possível explosão. A carga tóxica começou a corroer o invólucro da carreta e formou uma nuvem de fumaça branca.,2463,"[array([{'end': 93, 'label': 'CAUSA', 'start': 61},
        {'end': 121, 'label': 'FENOMENO', 'start': 96},
        {'end': 331, 'label': 'CONSEQUENCIA', 'start': 298}], dtype=object)]",['a33b0166-c4db-4d24-977c-ecfd212f91ce'],['submitted'],"[{'end': 93, 'label': 'CAUSA', 'start': 61}
 {'end': 121, 'label': 'FENOMENO', 'start': 96}
 {'end': 331, 'label': 'CONSEQUENCIA', 'start': 298}]",,
06d4e34e-30d7-42b6-87b8-205f9b9221e6,completed,eb5177b7-6461-4faa-b71e-53080e0cde46,"Uma mancha negra de 5 quilômetros mostrava o tamanho da tragédia ambiental, onde um caminhão-tanque foi atingido por um gol fazendo com que 31 mil litros de sua carga, de massa asfáltica, vazasse na represa de Rio Preto. O produto escorreu ao lado da rodovia, chegou ao córrego dos Macacos e atingiu o lago 3 da represa Municipal.",425,"[array([{'end': 187, 'label': 'CAUSA', 'start': 100},
        {'end': 219, 'label': 'FENOMENO', 'start': 188},
        {'end': 329, 'label': 'CONSEQUENCIA', 'start': 292}], dtype=object)]",['a33b0166-c4db-4d24-977c-ecfd212f91ce'],['submitted'],"[{'end': 187, 'label': 'CAUSA', 'start': 100}
 {'end': 219, 'label': 'FENOMENO', 'start': 188}
 {'end': 329, 'label': 'CONSEQUENCIA', 'start': 292}]",,
eb244692-13ff-4ad9-81a1-6a0e06fea4f5,completed,9ce2c0de-ee0f-4b07-a259-e0317a9f6d05,"Explosão em um dos laboratórios de química da UFMG deixou um aluno ferido. O jovem é estudante do curso de química e estava manuseando reagentes quando aconteceu a explosão. A Universidade indica que a explosão ocorreu no motor de uma geladeira que continha vários produtos químicos, mas só uma perícia deve confirmar o motivo.",264,"[array([{'end': 73, 'label': 'CONSEQUENCIA', 'start': 58},
        {'end': 172, 'label': 'FENOMENO', 'start': 164}], dtype=object)]",['a33b0166-c4db-4d24-977c-ecfd212f91ce'],['submitted'],"[{'end': 73, 'label': 'CONSEQUENCIA', 'start': 58}
 {'end': 172, 'label': 'FENOMENO', 'start': 164}]",,
47c966fd-3722-440f-81fa-90942146e5cd,completed,c44b9b7b-24f7-4a0a-84dd-e433cbce11b2,"Derramamento de cerca de 800 litros de óleo combustível ainda não identificado, em corpo hídrico, Rio Tapajós. A empresa não acionou as autoridades ambientais competentes, sendo que a Capitania dos Portos recebeu denúncia, foi ao local, e após constatação acionou o IBAMA. A empresa foi autuada no valor de R$ 15.000.000,00.",2792,"[array([{'end': 323, 'label': 'CONSEQUENCIA', 'start': 283},
        {'end': 55, 'label': 'FENOMENO', 'start': 0}], dtype=object)]",['a33b0166-c4db-4d24-977c-ecfd212f91ce'],['submitted'],"[{'end': 323, 'label': 'CONSEQUENCIA', 'start': 283}]",,
05686dcc-d162-4395-ba26-6916a432df74,completed,f6c73092-e9ef-45ba-9c07-4ff1e8ce4f0f,"Derramamento de cerca de 800 litros de óleo combustível ainda Não identificado, em corpo hídrico, Rio Tapajós. A empresa Não acionou as autoridades ambientais competentes, sendo que a Capitania dos Portos recebeu denúncia, foi ao local, e após constatação acionou o IBAMA. A empresa foi autuada no valor de R$ 15.000.000,00.",4242,"[array([{'end': 55, 'label': 'FENOMENO', 'start': 0},
        {'end': 323, 'label': 'CONSEQUENCIA', 'start': 283}], dtype=object)]",['a33b0166-c4db-4d24-977c-ecfd212f91ce'],['submitted'],"[{'end': 55, 'label': 'FENOMENO', 'start': 0}
 {'end': 323, 'label': 'CONSEQUENCIA', 'start': 283}]",,
f08d9a91-6837-455d-8eda-fb0879bae9c6,completed,99df947b-868d-472f-8943-1fa71f9763b9,"Um veículo, que transportava 13.800 quilos de produtos de limpeza, tombou no córrego Bonsucesso, ao lado da rodovia Marechal Rondon, parte da embalagens dos produtos de limpeza de rompeu, Houve mortandade de pexes pequenos como bagres e lambaris. Também muitos produtos intactos boiavam ao longo do trecho do córrego.",2596,"[array([{'end': 95, 'label': 'FENOMENO', 'start': 67},
        {'end': 246, 'label': 'CONSEQUENCIA', 'start': 188}], dtype=object)]",['a33b0166-c4db-4d24-977c-ecfd212f91ce'],['submitted'],"[{'end': 95, 'label': 'FENOMENO', 'start': 67}
 {'end': 246, 'label': 'CONSEQUENCIA', 'start': 188}]",,
1cef35c2-ede3-4ed7-9d4c-6c94f5b606e1,completed,43fa9b66-169c-4652-ace8-9063f63949d6,Um caminhão carregado com 20 mil litros de gasolina e 5 mil litros de álcool tombou. A carreta estava em uma descida quando precisou frear para Não bater em um carro que estava em baixa velocidade. O freio do caminhão estourou e o mesmo voltou de ré na pista. Cetesb foi chamada pois exite um rio próximo ao acidente.,4315,"[array([{'end': 83, 'label': 'FENOMENO', 'start': 77},
        {'end': 226, 'label': 'CAUSA', 'start': 198},
        {'end': 316, 'label': 'CONSEQUENCIA', 'start': 284}], dtype=object)]",['a33b0166-c4db-4d24-977c-ecfd212f91ce'],['submitted'],"[{'end': 83, 'label': 'FENOMENO', 'start': 77}
 {'end': 226, 'label': 'CAUSA', 'start': 198}
 {'end': 316, 'label': 'CONSEQUENCIA', 'start': 284}]",,
3c7ad508-6fc1-473b-b956-7e65428402f7,completed,e7bd62c5-bb2a-42ae-a721-736061177d01,Um caminhão carregado com 20 mil litros de gasolina e 5 mil litros de álcool tombou. A carreta estava em uma descida quando precisou frear para não bater em um carro que estava em baixa velocidade. O freio do caminhão estourou e o mesmo voltou de ré na pista. Cetesb foi chamada pois exite um rio próximo ao acidente.,1043,"[array([{'end': 83, 'label': 'FENOMENO', 'start': 77},
        {'end': 226, 'label': 'CAUSA', 'start': 198}], dtype=object)]",['a33b0166-c4db-4d24-977c-ecfd212f91ce'],['submitted'],"[{'end': 83, 'label': 'FENOMENO', 'start': 77}
 {'end': 226, 'label': 'CAUSA', 'start': 198}]",,
2396bcda-179f-4802-b077-32b8bcf94157,completed,e6f7dd01-fc67-4f02-b402-1a99fa85774b,"Um forte odor tomou conta da quadra no Lago Norte, que foi causado por um enorme vazamento de esgoto, que começou após o rompimento de canos de ligação da Estação Elevada da Companhia de Saneamento Ambiental do Distrito Federal (Caesb). A cachoeira de esgoto contornou a estação e desceu até as águas do Lago Paranoá",2799,"[array([{'end': 100, 'label': 'CAUSA', 'start': 74},
        {'end': 151, 'label': 'FENOMENO', 'start': 121},
        {'end': 316, 'label': 'CONSEQUENCIA', 'start': 259}], dtype=object)]",['a33b0166-c4db-4d24-977c-ecfd212f91ce'],['submitted'],"[{'end': 100, 'label': 'CAUSA', 'start': 74}
 {'end': 151, 'label': 'FENOMENO', 'start': 121}
 {'end': 316, 'label': 'CONSEQUENCIA', 'start': 259}]",,
89c1d31f-6676-4540-9319-13582156492e,completed,fa0d8f74-dbc3-4331-adcf-4891a8e12505,"Uma quantidade considerável de terra contaminada por produtos tóxicos (combustíveis, óleo e Outro(s) resíduo) estaria disposta em local inadequado. O solo teria sido contaminado pelo vazamento de combustíveis na garagem municipal e armazenado provisoriamente no depósito da prefeitura conhecido como “Bomba Velha”.",3903,"[array([{'end': 69, 'label': 'CONSEQUENCIA', 'start': 31},
        {'end': 229, 'label': 'FENOMENO', 'start': 183}], dtype=object)]",['a33b0166-c4db-4d24-977c-ecfd212f91ce'],['submitted'],"[{'end': 69, 'label': 'CONSEQUENCIA', 'start': 31}
 {'end': 229, 'label': 'FENOMENO', 'start': 183}]",,
73b2e1d1-5842-4c47-abd1-b75a570a470d,completed,8f6afdf8-17e2-4add-a922-b8e2f6f1df24,"Uma quantidade considerável de terra contaminada por produtos tóxicos (combustíveis, óleo e outros resíduo) estaria disposta em local inadequado. O solo teria sido contaminado pelo vazamento de combustíveis na garagem municipal e armazenado provisoriamente no depósito da prefeitura conhecido como “Bomba Velha”.",1252,"[array([{'end': 107, 'label': 'CONSEQUENCIA', 'start': 4},
        {'end': 206, 'label': 'FENOMENO', 'start': 181}], dtype=object)]",['a33b0166-c4db-4d24-977c-ecfd212f91ce'],['submitted'],"[{'end': 107, 'label': 'CONSEQUENCIA', 'start': 4}
 {'end': 206, 'label': 'FENOMENO', 'start': 181}]",,
939a111f-6fa1-4cc3-bfaf-60d3074b3174,completed,6902d069-962a-4ee8-b291-f660ae27e4cb,"Veículo bitrem que transportava óleo lubrificante usado usado de Maceió/AL para a Lubrificantes Fênix Ltda. Quando um dos tanques se desprendeu e tombou, permitindo o vazamento de 23.000 litros da carga. O produto escorreu por cerca de 23 metros atingindo a canaleta fluvial e escorreu até chegar em um ribeirão.",1236,"[array([{'end': 143, 'label': 'CAUSA', 'start': 130},
        {'end': 152, 'label': 'FENOMENO', 'start': 146},
        {'end': 202, 'label': 'CONSEQUENCIA', 'start': 167}], dtype=object)]",['a33b0166-c4db-4d24-977c-ecfd212f91ce'],['submitted'],"[{'end': 143, 'label': 'CAUSA', 'start': 130}
 {'end': 152, 'label': 'FENOMENO', 'start': 146}
 {'end': 202, 'label': 'CONSEQUENCIA', 'start': 167}]",,
80e2dc2f-e13b-4144-aa24-104945338f2a,completed,5791f69b-871f-426b-88e1-3b9bdf4890f8,O dono de uma fábrica de ração para animais foi detido em flagrante por crime ambiental. A indústria estaria despejando resíduo em um arroio que corta a propriedade. No local foi flagrado o depósito de resíduo sólido perigoso no solo e o lançamento de efluentes com alta carga poluidora diretamente do arroio.,782,"[array([{'end': 140, 'label': 'FENOMENO', 'start': 109}], dtype=object)]",['a33b0166-c4db-4d24-977c-ecfd212f91ce'],['submitted'],,,
ac6de34b-60c7-4c64-9532-8010839538ac,completed,536849f7-0da4-412a-a7d0-1c8e27df9857,"Um incêndio atingiu um navio mercante na tarde desta segunda-feira no Porto de Rio Grande. O corpo de bombeiros trabalhou para controlar o fogo nos compartimentos do Lion, de bandeira de Malta, carregado com 12 mil toneladas de fertilizantes, que estava atracado no terminal privado da empresa YaraBrasil.",1340,"[array([{'end': 37, 'label': 'FENOMENO', 'start': 3},
        {'end': 170, 'label': 'CONSEQUENCIA', 'start': 91}], dtype=object)]",['a33b0166-c4db-4d24-977c-ecfd212f91ce'],['submitted'],"[{'end': 37, 'label': 'FENOMENO', 'start': 3}
 {'end': 170, 'label': 'CONSEQUENCIA', 'start': 91}]",,
91f5c715-5d9c-4f43-ad98-13d6edbc5354,completed,f512792c-1ca6-488c-8c25-ca279615b601,"Com ajuda da Universidade da Região de Joinville, que possui um campus e Curso de Biologia Marinha em SFS, foram coletadas amostras e realizadas análises de laboratório, chegando-se a conclusão de tratar-se de floração de algas planctônicas do gênero Trichodesmium sp. Provocada por fatores naturais.",2571,"[array([], dtype=object)]",['a33b0166-c4db-4d24-977c-ecfd212f91ce'],['submitted'],,,
5927d1d2-3780-4f21-a62d-33cff757502e,completed,3298b006-4340-4324-807b-f99f628b1d74,Uma explosão em uma concessionária de veículos próximo ao aeroporto de Brasília deixou uma pessoa ferida. O acidente ocorreu no laboratório de tintura da empresa. Na sala onde ocorreu a explosão são manuseados produtos inflamáveis. A suspeita é de que um curto-circuito tenha dado origem ao acidente.,1988,"[array([{'end': 46, 'label': 'FENOMENO', 'start': 4},
        {'end': 104, 'label': 'CONSEQUENCIA', 'start': 87},
        {'end': 269, 'label': 'CAUSA', 'start': 252}], dtype=object)]",['a33b0166-c4db-4d24-977c-ecfd212f91ce'],['submitted'],"[{'end': 46, 'label': 'FENOMENO', 'start': 4}
 {'end': 104, 'label': 'CONSEQUENCIA', 'start': 87}
 {'end': 269, 'label': 'CAUSA', 'start': 252}]",,
da2f8162-e8f6-4db6-86e2-072b41771b0a,completed,41b27e12-9079-4c53-9107-b70f31a5ba5f,"Próximo do município de Chorozinho/CE o caminhão transportador dos produtos perigosos abaloou (cavalo) com outro caminhão que, se deslocava no sentido Fortaleza para o sul estado. Apesar da pouca quantidade, porém o odor exalado provocou náuseas e tontura nas pessoas do assentamento Memino Jesus.",1435,"[array([], dtype=object)]",['a33b0166-c4db-4d24-977c-ecfd212f91ce'],['submitted'],"[{'end': 296, 'label': 'CONSEQUENCIA', 'start': 238}]",,
f45a4772-4038-4591-a001-a1890ba5c56b,completed,e680a066-dac2-4f43-8c32-c5f5ae4369c1,"O motorista de um caminhão que transportava moinha de carvão perdeu o controle e quase bateu num barranco. Percebeu o início do incêndio do mesmo lado em que ouviu o estalo. A parte de trás da carreta tombou e também foi, aos poucos, consumida pelas chamas, que se alastraram por todo o veiculo.",2537,"[array([{'end': 78, 'label': 'CAUSA', 'start': 61},
        {'end': 207, 'label': 'FENOMENO', 'start': 201},
        {'end': 294, 'label': 'CONSEQUENCIA', 'start': 217}], dtype=object)]",['a33b0166-c4db-4d24-977c-ecfd212f91ce'],['submitted'],"[{'end': 78, 'label': 'CAUSA', 'start': 61}
 {'end': 207, 'label': 'FENOMENO', 'start': 201}
 {'end': 294, 'label': 'CONSEQUENCIA', 'start': 217}]",,
488eed6d-49f7-4b89-926c-ca83c356ec29,completed,433c69a8-cf83-4e00-8a34-97862d0acfc0,"Foi constatado marejamento de óleo diesel no canal de águas fluviais. Técnicos da Diretoria de Emergências Ambientais do SISEMA estão no local acompanhando a investigação da fonte de geração de óleo diesel, juntamente com a Policia Militar Ambiental e a Secretaria Municipal de Meio Ambiente.",2710,"[array([], dtype=object)]",['a33b0166-c4db-4d24-977c-ecfd212f91ce'],['submitted'],"[{'end': 68, 'label': 'CONSEQUENCIA', 'start': 15}]",,
7b50fbd5-6440-4105-a903-02d059c0ee8b,completed,2d98e44c-5166-45fa-904b-d2bb47149aa6,"Um rompimento na tubulação de um tanque provocou o vazamento de óleo combustível, que escorreu por uma canaleta de drenagem de água da chuva e atingiu um lago natural e uma área de várzea. A estimativa da Cetesb é que 22 m3 equivalente a 22 mil litros de óleo tenha escorrido pela canaleta.",292,"[array([{'end': 39, 'label': 'FENOMENO', 'start': 3},
        {'end': 187, 'label': 'CONSEQUENCIA', 'start': 143}], dtype=object)]",['a33b0166-c4db-4d24-977c-ecfd212f91ce'],['submitted'],"[{'end': 39, 'label': 'FENOMENO', 'start': 3}
 {'end': 187, 'label': 'CONSEQUENCIA', 'start': 143}]",,
fab735d5-7849-4344-b82b-73f999fb2364,completed,d32af207-6a54-4f78-9f38-a2daa8b5258a,"A explosão de um tanque de biodiesel provocou a morte de uma pessoa. Segundo o Corpo de Bombeiros, era feito a manutenção do tanque de 14 mil litros quando ele explodiu. O tanque de aproximadamente quatro metros era usado para o tratamento de água utilizada na produção do biodiesel.",935,"[array([{'end': 36, 'label': 'FENOMENO', 'start': 2},
        {'end': 67, 'label': 'CONSEQUENCIA', 'start': 48},
        {'end': 168, 'label': 'CAUSA', 'start': 99}], dtype=object)]",['a33b0166-c4db-4d24-977c-ecfd212f91ce'],['submitted'],"[{'end': 36, 'label': 'FENOMENO', 'start': 2}
 {'end': 67, 'label': 'CONSEQUENCIA', 'start': 48}
 {'end': 168, 'label': 'CAUSA', 'start': 99}]",,
1accdeb4-df8f-47b7-9050-f89751ac3599,completed,ea6733dc-28a3-4e27-ae7d-d20e65907123,"Um funcionário de uma fábrica de semijoias morreu intoxicado após inalar um gás tóxico. O gás teria sido liberado por resíduo da produção de semijoias que estava armazenados em um tanque de dois metros de profundidade, enterrado no solo. O grupo trabalhava na remoção do material.",427,"[array([], dtype=object)]",['a33b0166-c4db-4d24-977c-ecfd212f91ce'],['submitted'],"[{'end': 60, 'label': 'CONSEQUENCIA', 'start': 43}
 {'end': 236, 'label': 'CAUSA', 'start': 88}]",,
3274a588-650e-47a2-852a-6e9c43c6e0d4,completed,7e25a995-c989-44d1-94fa-f6616da28f7c,"A Saneago cometeu grave crime ambiental na cidade de Jussara. Da tubulação de esgoto sanitário, os detritos saíram e caíram no Córrego Água Limpa, manancial que corta a cidade. Com a falta de oxigenação do habitat dos peixes, estes sucumbiram, causando um grande crime ecológico.",164,"[array([{'end': 145, 'label': 'FENOMENO', 'start': 96},
        {'end': 278, 'label': 'CONSEQUENCIA', 'start': 226}], dtype=object)]",['a33b0166-c4db-4d24-977c-ecfd212f91ce'],['submitted'],"[{'end': 145, 'label': 'FENOMENO', 'start': 96}
 {'end': 278, 'label': 'CONSEQUENCIA', 'start': 226}]",,
84f21e0e-1b8d-4fc2-a72d-a4c383e5bcf7,completed,6d5004d1-50d9-4b71-9f4c-92f837916e5c,"Incêndio em um depósito de materiais recicláveis. Segundo os moradores, o fogo começou nos fundos do local, de cima para baixo. O dono dos produtos recicláveis em estoque, afirmou que havia cerca de 60 toneladas de garrafas pet e plásticos em uma área de quase três mil m².",621,"[array([{'end': 8, 'label': 'FENOMENO', 'start': 0}], dtype=object)]",['a33b0166-c4db-4d24-977c-ecfd212f91ce'],['submitted'],"[{'end': 8, 'label': 'FENOMENO', 'start': 0}]",,
3e29c0a2-6806-4e3f-bfda-f7d8ee287634,completed,d8e7e24f-eb21-4f5c-a516-0d1cf37ba669,"Acidente envolvendo dois veículos na ponte sobre o rio Sapucaí. Os dois veículos caíram no rio, ambos carregados com fertilizantes, estão submersos. Um dos motoristas faleceu. Há vazamento de combustível do tanques dos veículos , pois foi constatada manchas de óleo no Rio.",2270,"[array([{'end': 272, 'label': 'CONSEQUENCIA', 'start': 250}], dtype=object)]",['a33b0166-c4db-4d24-977c-ecfd212f91ce'],['submitted'],"[{'end': 272, 'label': 'CONSEQUENCIA', 'start': 250}]",,
